,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlp__early_stopping,param_mlp__hidden_layer_sizes,param_mlp__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,75.33651480674743,12.826441788625184,0.07267613410949707,0.008453337459997606,True,"(50,)",constant,"{'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant'}",0.7953312736010986,0.8314783980369819,0.8259831025788472,0.8292019479664811,0.8221838775329617,0.820835719943274,0.013130500587922181,11
1,70.765873336792,10.958602034958384,0.07383770942687988,0.014957791406163292,True,"(50,)",adaptive,"{'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'adaptive'}",0.7953312736010986,0.8314783980369819,0.8259831025788472,0.8292019479664811,0.8221838775329617,0.820835719943274,0.013130500587922181,11
2,98.64193668365479,14.4456461027786,0.13292837142944336,0.012100838527965828,True,"(100,)",constant,"{'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'constant'}",0.7998447878386706,0.8297197365830179,0.8291268533772651,0.8300929093196212,0.8259502715061446,0.8229469117249438,0.011643508191601235,9
3,99.64104723930359,16.087012574004206,0.12726893424987792,0.012022230515288073,True,"(100,)",adaptive,"{'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'adaptive'}",0.7998447878386706,0.8297197365830179,0.8291268533772651,0.8300929093196212,0.8259502715061446,0.8229469117249438,0.011643508191601235,9
4,143.6884955883026,44.365635150452846,0.2610060691833496,0.04617957505597835,True,"(200,)",constant,"{'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (200,), 'mlp__learning_rate': 'constant'}",0.7905873511660131,0.8403078828629567,0.8252224787608438,0.8343121551877558,0.8349892677745567,0.8250838271504252,0.017916906788133003,5
5,141.55654082298278,42.87105623413253,0.26043972969055174,0.04276621975158788,True,"(200,)",adaptive,"{'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (200,), 'mlp__learning_rate': 'adaptive'}",0.7905873511660131,0.8403078828629567,0.8252224787608438,0.8343121551877558,0.8349892677745567,0.8250838271504252,0.017916906788133003,5
6,214.91709384918212,54.162574944006806,0.06559906005859376,0.006242950489403326,False,"(50,)",constant,"{'mlp__early_stopping': False, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant'}",0.7834590124057407,0.8358513588463673,0.8324601493701929,0.830686637192096,0.8370517928286851,0.8239017901286164,0.020350000963521766,7
7,214.96925010681153,54.50846375099771,0.07539677619934082,0.006485206079583368,False,"(50,)",adaptive,"{'mlp__early_stopping': False, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'adaptive'}",0.7834590124057407,0.8358513588463673,0.8324601493701929,0.830686637192096,0.8370517928286851,0.8239017901286164,0.020350000963521766,7
8,433.5867163658142,46.907749471399484,0.16084909439086914,0.015295546222095922,False,"(100,)",constant,"{'mlp__early_stopping': False, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'constant'}",0.8012446880152335,0.8469308812802546,0.8396768893756846,0.840428692214529,0.8412224715185047,0.8339007244808412,0.01652748091614946,1
9,432.20852704048156,44.617237407113116,0.16420392990112304,0.020723225628674225,False,"(100,)",adaptive,"{'mlp__early_stopping': False, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'adaptive'}",0.8012446880152335,0.8469308812802546,0.8396768893756846,0.840428692214529,0.8412224715185047,0.8339007244808412,0.01652748091614946,1
10,618.2444675445556,166.3247720305375,0.42191243171691895,0.0536987160455063,False,"(200,)",constant,"{'mlp__early_stopping': False, 'mlp__hidden_layer_sizes': (200,), 'mlp__learning_rate': 'constant'}",0.7930563869268527,0.8468362184359188,0.8378354042859716,0.847683306807738,0.8434525763045618,0.8337727785522085,0.02065034729640954,3
11,615.6266927719116,164.16655603154985,0.4081768035888672,0.02627449422555034,False,"(200,)",adaptive,"{'mlp__early_stopping': False, 'mlp__hidden_layer_sizes': (200,), 'mlp__learning_rate': 'adaptive'}",0.7930563869268527,0.8468362184359188,0.8378354042859716,0.847683306807738,0.8434525763045618,0.8337727785522085,0.02065034729640954,3
